# Manually curated annotations TSV file
# The TSV should not have a header and should have exactly three columns:
# id to match existing metadata, field name, and field value
# If there are multiple annotations for the same id and field, then the last value is used
# Lines starting with '#' are treated as comments
# Any '#' after the field value are treated as comments.
J04419.1	host	Homo sapiens
DQ243939.1	host	Homo sapiens
DQ243939.1	name	ATCC VR-740
KY369914.1	name	HCoV_229E/Seattle/USA/SC9773/2016
KY369913.1	name	HCoV_229E/Seattle/USA/SC1073/2016
KY369912.1	name	HCoV_229E/Seattle/USA/SC9731/2016
KY369911.1	name	HCoV_229E/Seattle/USA/SC1212/2016
KY369910.1	name	HCoV_229E/Seattle/USA/SC1143/2016
KY369909.2	name	HCoV_229E/Seattle/USA/SC677/2016
KY369908.1	name	HCoV_229E/Seattle/USA/SC579/2016
KF514433.1	name	229E/human/USA/933-40/1993
KF514432.1	name	229E/human/USA/932-72/1993
KF514431.1	name	229E/human/USA/953-49/1995
KF514430.1	name	229E/human/USA/933-50/1993
KF514429.1	name	229E/human/USA/892-11/1989
DQ243976.1	date	1992-06-17
DQ243975.1	date	1992-05-12
DQ243974.1	date	1992-06-25
DQ243973.1	date	1990-06-24
DQ243972.1	date	1984-09-05
DQ243971.1	date	1984-07-29
DQ243970.1	date	1982-11-08
DQ243969.1	date	1982-11-08
DQ243968.1	date	1982-10-21
DQ243967.1	date	1982-10-06
DQ243966.1	date	1982-09-22
DQ243965.1	date	1982-06-16
DQ243964.1	date	1979-06-11
DQ243987.1	name	HCoV-229E-27/1/04
DQ243987.1	date	2004-01-27
DQ243986.1	name	HCoV-229E-25/8/03
DQ243986.1	date	2003-08-25
DQ243985.1	name	HCoV-229E-19/8/03
DQ243985.1	date	2003-08-19
DQ243984.1	name	HCoV-229E-14/8/03
DQ243984.1	date	2003-08-14
DQ243983.1	name	HCoV-229E-30/7/03
DQ243983.1	date	2003-07-30
DQ243982.1	name	HCoV-229E-24/4/03
DQ243982.1	date	2003-04-24
DQ243981.1	name	HCoV-229E-24/4/03
DQ243981.1	date	2003-04-24
DQ243980.1	name	HCoV-229E-6/1/03
DQ243980.1	date	2003-01-06
DQ243979.1	name	HCoV-229E-21/6/02
DQ243979.1	date	2002-06-21
DQ243978.1	name	HCoV-229E-27/8/01
DQ243978.1	date	2001-08-27
DQ243977.1	name	HCoV-229E-8/8/01
DQ243977.1	date	2001-08-08
DQ243962.1	name	HCoV-229E-20/1/04
DQ243962.1	date	2004-01-20
DQ243961.1	name	HCoV-229E-25/8/03
DQ243961.1	date	2003-08-25
DQ243960.1	name	HCoV-229E-28/2/03
DQ243960.1	date	2003-02-28
DQ243959.1	name	HCoV-229E-14/8/03
DQ243959.1	date	2003-08-14
DQ243958.1	name	HCoV-229E-19/8/03
DQ243958.1	date	2003-08-19
DQ243957.1	name	HCoV-229E-30/7/03
DQ243957.1	date	2003-07-30
DQ243956.1	name	HCoV-229E-24/4/03
DQ243956.1	date	2003-04-24
DQ243955.1	name	HCoV-229E-6/1/03
DQ243955.1	date	2003-01-06
DQ243954.1	name	HCoV-229E-27/8/01
DQ243954.1	date	2001-08-27
DQ243953.1	date	2021-08-08
DQ243952.1	date	1992-06-25
DQ243951.1	date	1992-06-17
DQ243950.1	date	1992-05-12
DQ243949.1	date	1990-06-24
DQ243948.1	date	1984-07-29
DQ243947.1	date	1984-09-05
DQ243946.1	date	1982-11-08
DQ243945.1	date	1982-11-08
DQ243944.1	date	1982-10-21
DQ243943.1	date	1982-10-06
DQ243942.1	date	1982-06-16
DQ243941.1	date	1982-09-22
DQ243940.1	date	1979-06-11
KF514433.1	country	USA#the following samples have country names like USA: Nashville
KF514432.1	country	USA
KF514431.1	country	USA
KF514430.1	country	USA
KF514429.1	country	USA
MT438700.1	country	USA
MT438699.1	country	USA
MT438698.1	country	USA
MT438697.1	country	USA
MT438696.1	country	USA
AB691767.2	country	Japan
AB691766.2	country	Japan
AB691765.2	country	Japan
AB691764.2	country	Japan
OR266952.1	country	Russia
OR266951.1	country	Russia
OR266950.1	country	Russia
OR266946.1	country	Russia
LC654446.1	country	Japan
LC654445.1	country	Japan
MW039392.1	country	Italy
